slug,title,year,rating
death-wish-2018,"Death Wish",2018,1.5
mute-2018,"Mute",2018,1.5
unsane,"Unsane",2018,2.5
luz-2019-2,"Luz",2018,2.5
love-simon,"Love, Simon",2018,3
isle-of-dogs-2018,"Isle of Dogs",2018,4
red-sparrow,"Red Sparrow",2018,2
game-night,"Game Night",2018,3.5
annihilation,"Annihilation",2018,4.5
the-cloverfield-paradox,"The Cloverfield Paradox",2018,2
black-panther,"Black Panther",2018,3
kickboxer-retaliation,"Kickboxer: Retaliation",2018,1.5
the-guilty-2018,"The Guilty",2018,3.5
assassination-nation,"Assassination Nation",2018,2
hereditary,"Hereditary",2018,4.5
sorry-to-bother-you,"Sorry to Bother You",2018,4
early-man,"Early Man",2018,3
three-identical-strangers,"Three Identical Strangers",2018,3.5
dont-worry-he-wont-get-far-on-foot,"Don't Worry, He Won't Get Far on Foot",2018,3
eighth-grade,"Eighth Grade",2018,4
mandy-2018,"Mandy",2018,2.5
searching-2018,"Searching",2018,3.5
den-of-thieves,"Den of Thieves",2018,3
hot-dog-2018,"Hot Dog",2018,1
fifty-shades-freed,"Fifty Shades Freed",2018,0.5
family-is-family,"Family Is Family",2018,2
12-strong,"12 Strong",2018,3
maze-runner-the-death-cure,"Maze Runner: The Death Cure",2018,3
black-mirror-black-museum,"Black Mirror: Black Museum",2017,2.5
black-mirror-uss-callister,"Black Mirror: USS Callister",2017,3
bright,"Bright",2017,2
all-the-money-in-the-world,"All the Money in the World",2017,2.5
star-wars-the-last-jedi,"Star Wars: The Last Jedi",2017,2
the-greatest-showman,"The Greatest Showman",2017,2
jumanji-welcome-to-the-jungle,"Jumanji: Welcome to the Jungle",2017,3
godzilla-planet-of-the-monsters,"Godzilla: Planet of the Monsters",2017,2
ferdinand,"Ferdinand",2017,2.5
one-cut-of-the-dead,"One Cut of the Dead",2017,3
murder-on-the-orient-express-2017,"Murder on the Orient Express",2017,2.5
terrified-2017,"Terrified",2017,3
justice-league,"Justice League",2017,2.5
coco-2017,"Coco",2017,2
cargo-2017,"Cargo",2017,2
blade-runner-2049,"Blade Runner 2049",2017,4.5
thor-ragnarok,"Thor: Ragnarok",2017,2.5
blade-runner-black-out-2022,"Blade Runner: Black Out 2022",2017,4
geralds-game,"Gerald's Game",2017,2
kingsman-the-golden-circle,"Kingsman: The Golden Circle",2017,1.5
2048-nowhere-to-run,"2048: Nowhere to Run",2017,4
mark-felt-the-man-who-brought-down-the-white-house,"Mark Felt: The Man Who Brought Down the White House",2017,2
revenge-2017,"Revenge",2017,2.5
roman-j-israel-esq,"Roman J. Israel, Esq.",2017,2
power-of-grayskull-the-definitive-history-of-he-man-and-the-masters-of-the-universe,"Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe",2017,3
i-tonya,"I, Tonya",2017,3.5
mollys-game,"Molly's Game",2017,2.5
the-ritual-2017,"The Ritual",2017,3
borg-vs-mcenroe,"Borg vs McEnroe",2017,4
papillon-2017,"Papillon",2017,3.5
jim-andy-the-great-beyond,"Jim & Andy: The Great Beyond",2017,2.5
mother-2017,"mother!",2017,3
it-2017,"It",2017,2.5
three-billboards-outside-ebbing-missouri,"Three Billboards Outside Ebbing, Missouri",2017,4
hostiles-2017,"Hostiles",2017,3.5
brawl-in-cell-block-99,"Brawl in Cell Block 99",2017,3
lady-bird,"Lady Bird",2017,4.5
darkest-hour,"Darkest Hour",2017,2.5
first-reformed,"First Reformed",2017,4
the-shape-of-water,"The Shape of Water",2017,3
2036-nexus-dawn,"2036: Nexus Dawn",2017,3
downsizing,"Downsizing",2017,4
leatherface,"Leatherface",2017,2
death-note-2017,"Death Note",2017,2.5
american-made,"American Made",2017,3.5
the-hitmans-bodyguard,"The Hitman's Bodyguard",2017,2.5
logan-lucky,"Logan Lucky",2017,3.5
the-dark-tower,"The Dark Tower",2017,2
a-taxi-driver,"A Taxi Driver",2017,3.5
detroit,"Detroit",2017,3.5
valerian-and-the-city-of-a-thousand-planets,"Valerian and the City of a Thousand Planets",2017,2.5
american-assassin,"American Assassin",2017,2.5
dunkirk-2017,"Dunkirk",2017,3
war-for-the-planet-of-the-apes,"War for the Planet of the Apes",2017,4.5
mary-and-the-witchs-flower,"Mary and The Witch's Flower",2017,2.5
spider-man-homecoming,"Spider-Man: Homecoming",2017,2
shot-caller,"Shot Caller",2017,4
transformers-the-last-knight,"Transformers: The Last Knight",2017,2
rough-night,"Rough Night",2017,2.5
rakka-2017,"Rakka",2017,3
girls-trip,"Girls Trip",2017,0.5
all-eyez-on-me,"All Eyez on Me",2017,2
you-were-never-really-here,"You Were Never Really Here",2017,2.5
in-the-fade,"In the Fade",2017,3.5
pirates-of-the-caribbean-dead-men-tell-no-tales,"Pirates of the Caribbean: Dead Men Tell No Tales",2017,2.5
the-killing-of-a-sacred-deer,"The Killing of a Sacred Deer",2017,4.5
the-mummy-2017,"The Mummy",2017,3
a-prayer-before-dawn,"A Prayer Before Dawn",2017,3.5
baywatch,"Baywatch",2017,0.5
wonder-woman-2017,"Wonder Woman",2017,2.5
alien-covenant,"Alien: Covenant",2017,1.5
immigration-game,"Immigration Game",2017,0.5
king-arthur-legend-of-the-sword,"King Arthur: Legend of the Sword",2017,3
the-fate-of-the-furious,"The Fate of the Furious",2017,2
guardians-of-the-galaxy-vol-2,"Guardians of the Galaxy Vol. 2",2017,3
ghost-in-the-shell-2017,"Ghost in the Shell",2017,3.5
power-rangers,"Power Rangers",2017,1.5
life-2017,"Life",2017,3.5
the-boss-baby,"The Boss Baby",2017,3
the-disaster-artist,"The Disaster Artist",2017,4
atomic-blonde,"Atomic Blonde",2017,3
baby-driver,"Baby Driver",2017,2.5
kong-skull-island,"Kong: Skull Island",2017,3.5
beauty-and-the-beast-2017,"Beauty and the Beast",2017,2.5
logan-2017,"Logan",2017,4.5
john-wick-chapter-2,"John Wick: Chapter 2",2017,3.5
get-out-2017,"Get Out",2017,3
call-me-by-your-name,"Call Me by Your Name",2017,3
t2-trainspotting,"T2 Trainspotting",2017,4
thoroughbreds-2017,"Thoroughbreds",2017,3.5
wind-river-2017,"Wind River",2017,3.5
assassins-creed,"Assassin's Creed",2016,2.5
resident-evil-the-final-chapter,"Resident Evil: The Final Chapter",2016,1.5
a-cure-for-wellness,"A Cure for Wellness",2016,3.5
rogue-one-a-star-wars-story,"Rogue One: A Star Wars Story",2016,3.5
the-great-wall-2016,"The Great Wall",2016,2
silence,"Silence",2016,4
the-founder,"The Founder",2016,3
patriots-day,"Patriots Day",2016,3.5
doctor-strange-2016,"Doctor Strange",2016,3
black-mirror-playtest,"Black Mirror: Playtest",2016,3
the-lost-city-of-z,"The Lost City of Z",2016,3
moana-2016,"Moana",2016,3
inferno-2016,"Inferno",2016,1.5
jack-reacher-never-go-back,"Jack Reacher: Never Go Back",2016,3
the-accountant-2016,"The Accountant",2016,3
split-2016,"Split",2016,2.5
the-void-2016,"The Void",2016,3
dont-knock-twice,"Don't Knock Twice",2016,2
the-girl-on-the-train-2016,"The Girl on the Train",2016,2
the-autopsy-of-jane-doe,"The Autopsy of Jane Doe",2016,3.5
a-monster-calls,"A Monster Calls",2016,3.5
the-magnificent-seven-2016,"The Magnificent Seven",2016,3.5
hacksaw-ridge,"Hacksaw Ridge",2016,3
moonlight-2016,"Moonlight",2016,4.5
sully,"Sully",2016,3
nocturnal-animals,"Nocturnal Animals",2016,1.5
arrival-2016,"Arrival",2016,5
la-la-land,"La La Land",2016,5
kubo-and-the-two-strings,"Kubo and the Two Strings",2016,4
2-lava-2-lantula,"2 Lava 2 Lantula!",2016,1
the-girl-with-all-the-gifts,"The Girl with All the Gifts",2016,3.5
suicide-squad-2016,"Suicide Squad",2016,2
shin-godzilla,"Shin Godzilla",2016,2.5
blair-witch,"Blair Witch",2016,1.5
kickboxer-vengeance,"Kickboxer: Vengeance",2016,2.5
ghostbusters-2016,"Ghostbusters",2016,1
jason-bourne,"Jason Bourne",2016,3
star-trek-beyond,"Star Trek Beyond",2016,3
the-infiltrator-2016,"The Infiltrator",2016,3.5
your-name,"Your Name.",2016,4.5
the-shallows,"The Shallows",2016,3
independence-day-resurgence,"Independence Day: Resurgence",2016,2
the-secret-life-of-pets,"The Secret Life of Pets",2016,3.5
lights-out-2016,"Lights Out",2016,3
piper,"Piper",2016,4
finding-dory,"Finding Dory",2016,3.5
warcraft,"Warcraft",2016,2.5
teenage-mutant-ninja-turtles-out-of-the-shadows,"Teenage Mutant Ninja Turtles: Out of the Shadows",2016,2
elle,"Elle",2016,3.5
blood-father,"Blood Father",2016,3
hell-or-high-water,"Hell or High Water",2016,4.5
the-handmaiden,"The Handmaiden",2016,3.5
the-conjuring-2,"The Conjuring 2",2016,3
train-to-busan,"Train to Busan",2016,3.5
the-nice-guys,"The Nice Guys",2016,4
x-men-apocalypse,"X-Men: Apocalypse",2016,1.5
captain-america-civil-war,"Captain America: Civil War",2016,3
criminal-2016,"Criminal",2016,2.5
the-huntsman-winters-war,"The Huntsman: Winter's War",2016,2
the-red-turtle,"The Red Turtle",2016,3.5
the-belko-experiment,"The Belko Experiment",2016,3
dont-breathe-2016,"Don't Breathe",2016,3
batman-v-superman-dawn-of-justice,"Batman v Superman: Dawn of Justice",2016,2.5
10-cloverfield-lane,"10 Cloverfield Lane",2016,3.5
london-has-fallen,"London Has Fallen",2016,2
gods-of-egypt,"Gods of Egypt",2016,2.5
kedi-2016,"Kedi",2016,3
triple-9,"Triple 9",2016,3.5
midnight-special,"Midnight Special",2016,3.5
deadpool,"Deadpool",2016,2
zootopia,"Zootopia",2016,4
zoolander-2,"Zoolander 2",2016,1
under-the-shadow,"Under the Shadow",2016,3
swiss-army-man,"Swiss Army Man",2016,3.5
13-hours-the-secret-soldiers-of-benghazi,"13 Hours: The Secret Soldiers of Benghazi",2016,3
help-i-shrunk-my-teacher,"Help, I Shrunk My Teacher",2015,2.5
the-revenant-2015,"The Revenant",2015,5
star-wars-the-force-awakens,"Star Wars: The Force Awakens",2015,3
joy-2015,"Joy",2015,4
eddie-the-eagle,"Eddie the Eagle",2015,3.5
the-hateful-eight,"The Hateful Eight",2015,3.5
in-the-heart-of-the-sea,"In the Heart of the Sea",2015,3.5
krampus,"Krampus",2015,2.5
creed,"Creed",2015,3.5
the-big-short,"The Big Short",2015,3
victor-frankenstein,"Victor Frankenstein",2015,3
spectre-2015,"Spectre",2015,2.5
the-last-witch-hunter,"The Last Witch Hunter",2015,2.5
they-call-me-jeeg,"They Call Me Jeeg",2015,3.5
cinema-perverso,"Cinema Perverso",2015,3
bridge-of-spies,"Bridge of Spies",2015,3
the-walk-2015,"The Walk",2015,4
crimson-peak,"Crimson Peak",2015,3
southbound,"Southbound",2015,3
hardcore-henry,"Hardcore Henry",2015,2.5
baskin-2015,"Baskin",2015,3
the-martian,"The Martian",2015,4
the-visit-2015,"The Visit",2015,1.5
de-palma,"De Palma",2015,3.5
maze-runner-the-scorch-trials,"Maze Runner: The Scorch Trials",2015,3.5
steve-jobs,"Steve Jobs",2015,4.5
black-mass-2015,"Black Mass",2015,3.5
legend-2015,"Legend",2015,3.5
spotlight,"Spotlight",2015,4
the-man-from-uncle,"The Man from U.N.C.L.E.",2015,2.5
straight-outta-compton,"Straight Outta Compton",2015,4
fantastic-four,"Fantastic Four",2015,2
lavalantula,"Lavalantula",2015,2
potato-salad-dont-ask,"Potato Salad: Don't Ask!",2015,1
mission-impossible-rogue-nation,"Mission: Impossible – Rogue Nation",2015,3.5
pixels-2015,"Pixels",2015,1
the-boy-and-the-beast,"The Boy and the Beast",2015,3
self-less,"Self/less",2015,2.5
stung,"Stung",2015,2.5
ant-man,"Ant-Man",2015,2
terminator-genisys,"Terminator Genisys",2015,2
southpaw-2015,"Southpaw",2015,2.5
hitman-agent-47,"Hitman: Agent 47",2015,1.5
jurassic-world,"Jurassic World",2015,2
macbeth-2015,"Macbeth",2015,3.5
san-andreas,"San Andreas",2015,2
yakuza-apocalypse,"Yakuza Apocalypse",2015,2
poltergeist-2015,"Poltergeist",2015,2.5
love-2015,"Love",2015,2
sicario-2015,"Sicario",2015,4.5
inside-out-2015,"Inside Out",2015,4
the-lobster,"The Lobster",2015,4.5
tale-of-tales-2015,"Tale of Tales",2015,3.5
tomorrowland,"Tomorrowland",2015,2
pitch-perfect-2,"Pitch Perfect 2",2015,3
mad-max-fury-road,"Mad Max: Fury Road",2015,5
spy,"Spy",2015,2
avengers-age-of-ultron,"Avengers: Age of Ultron",2015,3
dead-rising-watchtower,"Dead Rising: Watchtower",2015,2
he-never-died,"He Never Died",2015,2
furious-7,"Furious 7",2015,3
trainwreck,"Trainwreck",2015,3.5
the-invitation-2015,"The Invitation",2015,3
run-all-night,"Run All Night",2015,3
chappie,"Chappie",2015,2
the-gunman-2015,"The Gunman",2015,2.5
focus-2015,"Focus",2015,2.5
knight-of-cups,"Knight of Cups",2015,2
victoria-2015,"Victoria",2015,4.5
jupiter-ascending,"Jupiter Ascending",2015,1.5
the-witch-2015,"The Witch",2015,4
ex-machina-2015,"Ex Machina",2015,3.5
blackhat,"Blackhat",2015,2
black-mirror-white-christmas,"Black Mirror: White Christmas",2014,3
taken-3,"Taken 3",2014,1.5
kingsman-the-secret-service,"Kingsman: The Secret Service",2014,3
seventh-son,"Seventh Son",2014,2
exodus-gods-and-kings,"Exodus: Gods and Kings",2014,3
the-hobbit-the-battle-of-the-five-armies,"The Hobbit: The Battle of the Five Armies",2014,2.5
dumb-and-dumber-to,"Dumb and Dumber To",2014,2
american-sniper,"American Sniper",2014,2
the-team-2014,"The Team",2014,2.5
the-gambler-2014,"The Gambler",2014,3.5
interstellar,"Interstellar",2014,3
big-hero-6,"Big Hero 6",2014,3.5
girlhouse,"GirlHouse",2014,1
fury-2014,"Fury",2014,2.5
night-swim,"Night Swim",2014,2.5
lava-2014,"Lava",2014,3
inherent-vice,"Inherent Vice",2014,3.5
dracula-untold,"Dracula Untold",2014,3
the-book-of-life-2014,"The Book of Life",2014,4
gone-girl,"Gone Girl",2014,4
john-wick,"John Wick",2014,3.5
schogebete,"Schoßgebete",2014,1.5
the-maze-runner,"The Maze Runner",2014,3
the-equalizer,"The Equalizer",2014,3.5
spring-2014,"Spring",2014,3.5
nightcrawler,"Nightcrawler",2014,4
goodnight-mommy,"Goodnight Mommy",2014,3.5
the-imitation-game,"The Imitation Game",2014,3.5
birdman-or-the-unexpected-virtue-of-ignorance,"Birdman or (The Unexpected Virtue of Ignorance)",2014,4.5
sin-city-a-dame-to-kill-for,"Sin City: A Dame to Kill For",2014,2
tekken-2-kazuyas-revenge,"Tekken 2: Kazuya's Revenge",2014,0.5
the-expendables-3,"The Expendables 3",2014,3
electric-boogaloo-the-wild-untold-story-of-cannon-films,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",2014,3
teenage-mutant-ninja-turtles-2014,"Teenage Mutant Ninja Turtles",2014,3
lucy-2014,"Lucy",2014,1.5
hercules-2014,"Hercules",2014,2.5
guardians-of-the-galaxy,"Guardians of the Galaxy",2014,4
dawn-of-the-planet-of-the-apes,"Dawn of the Planet of the Apes",2014,4.5
transformers-age-of-extinction,"Transformers: Age of Extinction",2014,1
deliver-us-from-evil-2014,"Deliver Us from Evil",2014,2.5
song-of-the-sea,"Song of the Sea",2014,3.5
22-jump-street,"22 Jump Street",2014,2.5
maleficent,"Maleficent",2014,4
edge-of-tomorrow,"Edge of Tomorrow",2014,4
street-fighter-assassins-fist,"Street Fighter: Assassin's Fist",2014,2.5
foxcatcher,"Foxcatcher",2014,3.5
it-follows,"It Follows",2014,3
how-to-train-your-dragon-2,"How to Train Your Dragon 2",2014,3.5
x-men-days-of-future-past,"X-Men: Days of Future Past",2014,2.5
godzilla-2014,"Godzilla",2014,3.5
the-amazing-spider-man-2,"The Amazing Spider-Man 2",2014,3
transcendence,"Transcendence",2014,1.5
sabotage-2014,"Sabotage",2014,2
divergent,"Divergent",2014,1.5
captain-america-the-winter-soldier,"Captain America: The Winter Soldier",2014,4
need-for-speed,"Need for Speed",2014,2
noah,"Noah",2014,4
300-rise-of-an-empire,"300: Rise of an Empire",2014,2
pompeii,"Pompeii",2014,2
3-days-to-kill,"3 Days to Kill",2014,2.5
the-grand-budapest-hotel,"The Grand Budapest Hotel",2014,4
the-lego-movie,"The Lego Movie",2014,2.5
robocop-2014,"RoboCop",2014,2
non-stop-2014,"Non-Stop",2014,3
the-raid-2,"The Raid 2",2014,4.5
i-frankenstein,"I, Frankenstein",2014,1.5
what-we-do-in-the-shadows,"What We Do in the Shadows",2014,3.5
boyhood,"Boyhood",2014,4
wish-i-was-here,"Wish I Was Here",2014,3
the-babadook,"The Babadook",2014,3
whiplash-2014,"Whiplash",2014,4
anchorman-2-the-legend-continues,"Anchorman 2: The Legend Continues",2013,3
the-wolf-of-wall-street,"The Wolf of Wall Street",2013,4
47-ronin-2013,"47 Ronin",2013,3
american-hustle,"American Hustle",2013,4.5
the-hobbit-the-desolation-of-smaug,"The Hobbit: The Desolation of Smaug",2013,3
lone-survivor,"Lone Survivor",2013,3.5
out-of-the-furnace,"Out of the Furnace",2013,3.5
the-starving-games,"The Starving Games",2013,0.5
thor-the-dark-world,"Thor: The Dark World",2013,3.5
the-counselor,"The Counselor",2013,1
big-ass-spider,"Big Ass Spider!",2013,1.5
carrie-2013,"Carrie",2013,2.5
the-secret-life-of-walter-mitty-2013,"The Secret Life of Walter Mitty",2013,3.5
captain-phillips,"Captain Phillips",2013,3.5
machete-kills,"Machete Kills",2013,2
enemy,"Enemy",2013,3.5
dallas-buyers-club,"Dallas Buyers Club",2013,3.5
horns,"Horns",2013,3
riddick,"Riddick",2013,3
rush-2013,"Rush",2013,4
jodorowskys-dune,"Jodorowsky's Dune",2013,4
prisoners,"Prisoners",2013,4
12-years-a-slave,"12 Years a Slave",2013,4
under-the-skin-2013,"Under the Skin",2013,3
gravity-2013,"Gravity",2013,4
elysium-2013,"Elysium",2013,1
snowpiercer,"Snowpiercer",2013,4
the-wolverine,"The Wolverine",2013,3
ripd,"R.I.P.D.",2013,1.5
escape-plan,"Escape Plan",2013,3
kick-ass-2,"Kick-Ass 2",2013,1.5
pacific-rim,"Pacific Rim",2013,3.5
the-worlds-end,"The World's End",2013,3
man-of-tai-chi,"Man of Tai Chi",2013,2
about-time,"About Time",2013,2.5
white-house-down,"White House Down",2013,2.5
the-lone-ranger,"The Lone Ranger",2013,3
world-war-z,"World War Z",2013,3
despicable-me-2,"Despicable Me 2",2013,3
man-of-steel,"Man of Steel",2013,3
the-conjuring,"The Conjuring",2013,3
the-internship,"The Internship",2013,2.5
monsters-university,"Monsters University",2013,4
the-purge,"The Purge",2013,3
after-earth,"After Earth",2013,1
all-is-lost,"All Is Lost",2013,2.5
now-you-see-me,"Now You See Me",2013,1.5
fast-furious-6,"Fast & Furious 6",2013,3
star-trek-into-darkness,"Star Trek Into Darkness",2013,3.5
the-great-gatsby-2013,"The Great Gatsby",2013,1.5
iron-man-3,"Iron Man 3",2013,2.5
pain-gain,"Pain & Gain",2013,4
oblivion-2013,"Oblivion",2013,3.5
olympus-has-fallen,"Olympus Has Fallen",2013,2.5
evil-dead,"Evil Dead",2013,4.5
oz-the-great-and-powerful,"Oz the Great and Powerful",2013,2.5
a-good-day-to-die-hard,"A Good Day to Die Hard",2013,1.5
berserk-the-golden-age-arc-iii-the-advent,"Berserk: The Golden Age Arc III – The Advent",2013,3.5
warm-bodies,"Warm Bodies",2013,3.5
jobs,"Jobs",2013,2
movie-43,"Movie 43",2013,0.5
stoker,"Stoker",2013,3.5
aint-them-bodies-saints,"Ain't Them Bodies Saints",2013,3.5
don-jon,"Don Jon",2013,3.5
hansel-gretel-witch-hunters,"Hansel & Gretel: Witch Hunters",2013,2.5
zero-dark-thirty,"Zero Dark Thirty",2012,3
django-unchained,"Django Unchained",2012,4.5
jack-reacher,"Jack Reacher",2012,3.5
the-hobbit-an-unexpected-journey,"The Hobbit: An Unexpected Journey",2012,3.5
wreck-it-ralph,"Wreck-It Ralph",2012,3
skyfall,"Skyfall",2012,3.5
silent-hill-revelation-3d,"Silent Hill: Revelation 3D",2012,2
lincoln,"Lincoln",2012,2.5
pitch-perfect,"Pitch Perfect",2012,3
life-of-pi,"Life of Pi",2012,3.5
looper,"Looper",2012,3.5
resident-evil-retribution,"Resident Evil: Retribution",2012,1
the-impossible,"The Impossible",2012,4
hotel-transylvania,"Hotel Transylvania",2012,3
end-of-watch,"End of Watch",2012,3.5
cloud-atlas,"Cloud Atlas",2012,2.5
silver-linings-playbook,"Silver Linings Playbook",2012,4
seven-psychopaths,"Seven Psychopaths",2012,3.5
dredd,"Dredd",2012,3.5
anna-karenina-2012,"Anna Karenina",2012,2
spring-breakers,"Spring Breakers",2012,2.5
to-the-wonder,"To the Wonder",2012,4
argo,"Argo",2012,3.5
paradise-faith,"Paradise: Faith",2012,4
the-bourne-legacy,"The Bourne Legacy",2012,2.5
the-expendables-2,"The Expendables 2",2012,2.5
total-recall-2012,"Total Recall",2012,2
the-dark-knight-rises,"The Dark Knight Rises",2012,2.5
a-coffee-in-berlin-2012,"A Coffee in Berlin",2012,3.5
berserk-the-golden-age-arc-ii-the-battle-for-doldrey,"Berserk: The Golden Age Arc II – The Battle for Doldrey",2012,3.5
the-amazing-spider-man,"The Amazing Spider-Man",2012,3
brave-2012,"Brave",2012,3
abraham-lincoln-vampire-hunter,"Abraham Lincoln: Vampire Hunter",2012,3
snow-white-and-the-huntsman,"Snow White and the Huntsman",2012,2.5
maniac-2012,"Maniac",2012,2
holy-motors,"Holy Motors",2012,2.5
sightseers,"Sightseers",2012,4
killing-them-softly,"Killing Them Softly",2012,2.5
the-hunt-2012,"The Hunt",2012,4
amour,"Amour",2012,3.5
lawless,"Lawless",2012,3
the-dictator-2012,"The Dictator",2012,3
paradise-love,"Paradise: Love",2012,4
lockout-2012,"Lockout",2012,2.5
prometheus,"Prometheus",2012,2
battleship,"Battleship",2012,2.5
the-avengers-2012,"The Avengers",2012,2.5
american-reunion,"American Reunion",2012,2.5
wrath-of-the-titans,"Wrath of the Titans",2012,3
the-tall-man,"The Tall Man",2012,2
the-hunger-games,"The Hunger Games",2012,3.5
21-jump-street,"21 Jump Street",2012,3
sinister,"Sinister",2012,2.5
john-carter,"John Carter",2012,3
flight,"Flight",2012,3
safe-house-2012,"Safe House",2012,3.5
berserk-the-golden-age-arc-i-the-egg-of-the-king,"Berserk: The Golden Age Arc I – The Egg of the King",2012,3.5
the-woman-in-black-2012,"The Woman in Black",2012,3.5
chronicle,"Chronicle",2012,3.5
underworld-awakening,"Underworld: Awakening",2012,1
the-darkest-hour,"The Darkest Hour",2011,2
the-girl-with-the-dragon-tattoo-2011,"The Girl with the Dragon Tattoo",2011,3.5
black-mirror-fifteen-million-merits,"Black Mirror: Fifteen Million Merits",2011,3
the-grey,"The Grey",2011,3.5
the-cabin-in-the-woods,"The Cabin in the Woods",2011,2.5
ghost-rider-spirit-of-vengeance,"Ghost Rider: Spirit of Vengeance",2011,1.5
livid,"Livid",2011,2.5
new-years-eve,"New Year's Eve",2011,1
black-mirror-the-national-anthem,"Black Mirror: The National Anthem",2011,3.5
mission-impossible-ghost-protocol,"Mission: Impossible – Ghost Protocol",2011,4
war-horse,"War Horse",2011,1
immortals,"Immortals",2011,2.5
j-edgar,"J. Edgar",2011,3
haywire,"Haywire",2011,3
in-time,"In Time",2011,2
the-adventures-of-tintin,"The Adventures of Tintin",2011,2
anonymous-2011,"Anonymous",2011,3.5
the-thing-2011,"The Thing",2011,3
hugo,"Hugo",2011,2
real-steel,"Real Steel",2011,3
tyrannosaur,"Tyrannosaur",2011,4.5
the-intouchables,"The Intouchables",2011,3.5
moneyball,"Moneyball",2011,4.5
god-bless-america,"God Bless America",2011,2
warrior,"Warrior",2011,3.5
the-raid-2011,"The Raid",2011,4
shame-2011,"Shame",2011,4
contagion,"Contagion",2011,3
the-inbetweeners-movie,"The Inbetweeners Movie",2011,3.5
conan-the-barbarian-2011,"Conan the Barbarian",2011,2
final-destination-5,"Final Destination 5",2011,3.5
cowboys-aliens,"Cowboys & Aliens",2011,3
rise-of-the-planet-of-the-apes,"Rise of the Planet of the Apes",2011,3.5
captain-america-the-first-avenger,"Captain America: The First Avenger",2011,3
friends-with-benefits,"Friends with Benefits",2011,1
apollo-18,"Apollo 18",2011,2.5
crazy-stupid-love,"Crazy, Stupid, Love.",2011,3.5
harry-potter-and-the-deathly-hallows-part-2,"Harry Potter and the Deathly Hallows: Part 2",2011,3.5
colombiana,"Colombiana",2011,2.5
transformers-dark-of-the-moon,"Transformers: Dark of the Moon",2011,3
green-lantern,"Green Lantern",2011,2
cars-2,"Cars 2",2011,2
super-8,"Super 8",2011,3
kung-fu-panda-2,"Kung Fu Panda 2",2011,3.5
x-men-first-class,"X-Men: First Class",2011,3.5
drive-2011,"Drive",2011,3.5
the-hangover-part-ii,"The Hangover Part II",2011,2
melancholia,"Melancholia",2011,4
the-tree-of-life-2011,"The Tree of Life",2011,3
the-artist,"The Artist",2011,4
we-need-to-talk-about-kevin,"We Need to Talk About Kevin",2011,4
pirates-of-the-caribbean-on-stranger-tides,"Pirates of the Caribbean: On Stranger Tides",2011,3
hobo-with-a-shotgun,"Hobo with a Shotgun",2011,3
thor,"Thor",2011,3.5
fast-five,"Fast Five",2011,3
scream-4,"Scream 4",2011,2.5
hanna,"Hanna",2011,2.5
source-code,"Source Code",2011,3.5
sucker-punch,"Sucker Punch",2011,1
limitless,"Limitless",2011,4
battle-los-angeles,"Battle: Los Angeles",2011,2
the-adjustment-bureau,"The Adjustment Bureau",2011,3
auschwitz,"Auschwitz",2011,0.5
the-eagle,"The Eagle",2011,2
kokowaah,"Kokowääh",2011,2
the-rite-2011,"The Rite",2011,3
take-shelter,"Take Shelter",2011,4
true-grit-2010,"True Grit",2010,3.5
the-fighter-2010,"The Fighter",2010,3.5
tron-legacy,"TRON: Legacy",2010,2.5
the-chronicles-of-narnia-the-voyage-of-the-dawn-treader,"The Chronicles of Narnia: The Voyage of the Dawn Treader",2010,2
tangled-2010,"Tangled",2010,3.5
faster-2010,"Faster",2010,3
the-next-three-days,"The Next Three Days",2010,4
skyline,"Skyline",2010,2
harry-potter-and-the-deathly-hallows-part-1,"Harry Potter and the Deathly Hallows: Part 1",2010,2
dont-be-afraid-of-the-dark-2010,"Don't Be Afraid of the Dark",2010,2.5
unstoppable-2010,"Unstoppable",2010,3.5
due-date,"Due Date",2010,2.5
we-are-the-night,"We Are the Night",2010,3.5
megamind,"Megamind",2010,3
saw-3d,"Saw 3D",2010,2.5
paranormal-activity-2,"Paranormal Activity 2",2010,2
red-2010,"RED",2010,2
the-social-network,"The Social Network",2010,3
wall-street-money-never-sleeps,"Wall Street: Money Never Sleeps",2010,2.5
devil,"Devil",2010,2.5
insidious,"Insidious",2010,2.5
super-2010,"Super",2010,4
the-town,"The Town",2010,4
im-still-here,"I'm Still Here",2010,2.5
the-kings-speech,"The King's Speech",2010,4
127-hours,"127 Hours",2010,3.5
incendies,"Incendies",2010,3.5
machete,"Machete",2010,3
resident-evil-afterlife,"Resident Evil: Afterlife",2010,1
black-swan,"Black Swan",2010,3.5
piranha-3d,"Piranha 3D",2010,4
i-saw-the-devil,"I Saw the Devil",2010,4
the-expendables,"The Expendables",2010,2.5
the-man-from-nowhere,"The Man from Nowhere",2010,3
the-other-guys,"The Other Guys",2010,2.5
scott-pilgrim-vs-the-world,"Scott Pilgrim vs. the World",2010,3.5
the-sorcerers-apprentice-2010,"The Sorcerer's Apprentice",2010,3
inception,"Inception",2010,3.5
predators,"Predators",2010,2
the-last-airbender,"The Last Airbender",2010,2.5
jonah-hex,"Jonah Hex",2010,1.5
toy-story-3,"Toy Story 3",2010,4
knight-and-day,"Knight and Day",2010,3
the-a-team,"The A-Team",2010,2.5
